Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
30,No,Travel_Rarely,Research & Development,1,4,Technical Degree,1,463,2,Male,67,3,3,Research Scientist,1,Married,4638,21700,8,Y,No,12,3,2,80,0,29,5,4,0,0,0,0
38,No,Travel_Rarely,Sales,19,4,Other,1,464,2,Male,56,4,1,Sales Representative,4,Single,4757,15235,6,Y,No,13,3,1,80,3,23,2,1,1,0,1,0
35,No,Non-Travel,Sales,1,3,Other,1,465,2,Male,77,1,5,Sales Executive,1,Divorced,4280,19982,1,Y,No,12,3,3,80,1,36,4,3,4,1,0,4
35,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1,466,2,Male,75,3,3,Research Director,1,Single,9666,6949,2,Y,No,20,3,2,80,2,31,2,4,17,7,13,12
42,No,Travel_Rarely,Research & Development,1,4,Medical,1,467,1,Male,75,2,3,Laboratory Technician,2,Single,8466,8572,7,Y,No,17,3,4,80,3,20,6,3,11,11,6,10
43,Yes,Travel_Frequently,Research & Development,19,4,Other,1,468,4,Male,77,4,1,Research Scientist,3,Married,6452,15730,0,Y,Yes,19,3,2,80,1,23,6,3,0,0,0,0
32,No,Travel_Rarely,Sales,17,3,Technical Degree,1,469,1,Male,88,1,3,Sales Representative,4,Single,5554,14589,4,Y,No,11,3,3,80,0,7,6,3,4,2,0,2
31,No,Travel_Rarely,Research & Development,8,5,Technical Degree,1,470,2,Male,33,3,5,Laboratory Technician,3,Married,3716,19022,9,Y,Yes,21,3,4,80,1,36,6,3,2,0,0,0
34,No,Non-Travel,Sales,8,3,Marketing,1,471,2,Male,48,3,3,Sales Executive,2,Married,6204,6166,0,Y,No,13,3,2,80,1,4,6,3,6,5,0,1
18,No,Travel_Rarely,Sales,1,5,Technical Degree,1,472,4,Female,86,2,1,Sales Representative,3,Single,1707,12114,8,Y,No,16,3,4,80,3,24,2,3,1,0,1,0
23,No,Travel_Rarely,Research & Development,29,1,Other,1,473,4,Female,48,3,5,Research Scientist,4,Married,3981,2645,6,Y,No,25,4,4,80,1,14,2,3,5,3,3,1
49,No,Travel_Rarely,Research & Development,16,2,Other,1,474,4,Female,71,2,4,Research Scientist,4,Married,10253,7884,4,Y,No,25,3,2,80,0,25,1,2,9,3,3,9
51,No,Travel_Frequently,Research & Development,18,3,Technical Degree,1,475,1,Female,34,3,1,Manufacturing Director,2,Married,7479,25052,5,Y,No,14,3,3,80,2,7,1,3,0,0,0,0
34,No,Travel_Rarely,Research & Development,8,3,Life Sciences,1,476,4,Male,77,3,4,Research Scientist,4,Single,5916,14461,2,Y,No,20,3,2,80,2,15,3,3,2,0,0,0
42,No,Travel_Rarely,Research & Development,3,4,Medical,1,477,3,Female,54,2,3,Research Scientist,4,Married,6707,18473,2,Y,No,24,3,4,80,0,13,2,3,2,0,0,0
39,Yes,Travel_Rarely,Sales,17,2,Other,1,478,2,Male,96,1,5,Sales Executive,1,Divorced,6081,16703,6,Y,No,20,3,3,80,2,19,5,4,3,1,2,1
60,No,Travel_Frequently,Human Resources,2,5,Technical Degree,1,479,3,Male,55,4,3,Human Resources,1,Single,13255,17136,6,Y,Yes,11,3,3,80,3,12,2,3,17,9,6,14
47,No,Travel_Rarely,Research & Development,6,3,Technical Degree,1,480,4,Female,91,2,5,Research Scientist,1,Single,5976,13470,6,Y,No,19,4,4,80,1,26,6,3,3,1,0,2
35,No,Travel_Rarely,Sales,1,3,Other,1,481,4,Male,36,1,2,Sales Representative,4,Married,7497,17421,1,Y,No,17,3,2,80,1,33,2,4,7,1,0,6
28,Yes,Travel_Rarely,Research & Development,20,2,Marketing,1,482,4,Female,73,1,3,Research Scientist,1,Single,3413,2550,1,Y,Yes,24,3,4,80,2,15,1,3,1,0,1,0
22,No,Travel_Rarely,Research & Development,1,3,Medical,1,483,4,Female,56,2,3,Laboratory Technician,3,Divorced,4552,26635,4,Y,No,21,3,4,80,2,37,4,2,4,3,2,2
38,No,Travel_Frequently,Research & Development,2,1,Other,1,484,2,Female,71,4,3,Laboratory Technician,1,Single,9394,7224,3,Y,No,22,3,4,80,2,6,2,3,17,10,14,8
30,No,Travel_Rarely,Research & Development,6,2,Technical Degree,1,485,3,Female,85,2,1,Laboratory Technician,4,Single,4067,15550,6,Y,No,17,3,4,80,3,25,6,4,4,1,3,1
24,Yes,Travel_Frequently,Sales,11,4,Marketing,1,486,1,Male,32,3,5,Sales Executive,2,Single,2715,7581,2,Y,No,22,3,3,80,1,17,0,3,0,0,0,0
31,Yes,Travel_Rarely,Sales,7,2,Other,1,487,4,Male,42,3,5,Sales Representative,4,Married,5157,22562,4,Y,No,11,3,4,80,1,36,3,3,1,0,1,0
27,Yes,Travel_Frequently,Research & Development,2,2,Medical,1,488,1,Male,99,1,5,Research Scientist,4,Divorced,8198,11435,1,Y,No,19,3,2,80,0,9,1,2,9,4,0,3
52,Yes,Travel_Rarely,Research & Development,1,4,Marketing,1,489,4,Male,88,3,1,Manufacturing Director,1,Divorced,8243,5479,0,Y,Yes,22,3,3,80,0,28,4,2,3,1,2,1
44,No,Travel_Rarely,Research & Development,11,1,Technical Degree,1,490,2,Female,67,4,5,Healthcare Representative,3,Divorced,9342,11137,8,Y,No,22,3,1,80,3,35,6,3,4,1,2,3
36,Yes,Non-Travel,Research & Development,29,3,Life Sciences,1,491,2,Female,97,2,3,Laboratory Technician,1,Single,3824,8091,3,Y,No,18,3,4,80,1,3,0,3,1,1,0,0
50,Yes,Non-Travel,Sales,13,1,Medical,1,492,1,Female,98,4,4,Sales Executive,4,Divorced,6543,4633,7,Y,No,21,3,3,80,1,11,2,4,7,6,0,5
37,No,Travel_Rarely,Sales,4,3,Marketing,1,493,2,Male,30,1,2,Sales Executive,3,Married,9065,8790,6,Y,Yes,22,3,4,80,0,20,5,3,16,16,13,13
29,Yes,Travel_Rarely,Research & Development,18,3,Other,1,494,4,Male,79,3,5,Laboratory Technician,1,Single,5043,5501,0,Y,Yes,20,3,1,80,0,23,5,2,4,4,1,0
50,Yes,Travel_Rarely,Research & Development,4,1,Other,1,495,1,Male,38,3,1,Healthcare Representative,1,Married,8810,2889,9,Y,Yes,22,3,4,80,1,30,1,1,4,3,1,1
41,No,Travel_Frequently,Research & Development,5,4,Marketing,1,496,3,Male,82,2,1,Healthcare Representative,2,Single,11050,10765,6,Y,No,15,3,4,80,3,37,2,4,23,11,1,19
27,No,Travel_Rarely,Research & Development,5,4,Other,1,497,1,Female,39,4,5,Research Scientist,4,Married,6395,25630,1,Y,No,14,3,3,80,2,36,3,3,9,4,1,1
35,Yes,Travel_Rarely,Research & Development,4,1,Marketing,1,498,2,Male,58,4,4,Laboratory Technician,4,Single,6561,16197,2,Y,Yes,11,4,2,80,3,12,1,3,7,4,3,6
29,No,Travel_Rarely,Research & Development,11,5,Medical,1,499,1,Male,65,2,5,Healthcare Representative,4,Married,6077,6160,0,Y,No,19,3,3,80,1,36,0,4,3,2,3,2
24,No,Non-Travel,Sales,5,2,Other,1,500,2,Male,56,3,1,Sales Representative,2,Divorced,4286,12156,6,Y,No,25,3,1,80,2,35,5,3,3,3,1,0
45,No,Travel_Rarely,Sales,3,1,Medical,1,501,4,Female,47,1,2,Sales Executive,1,Single,9753,6051,2,Y,No,18,3,3,80,3,34,6,2,2,1,2,0
54,Yes,Travel_Rarely,Research & Development,2,1,Technical Degree,1,502,3,Female,47,1,4,Laboratory Technician,4,Single,7919,20614,5,Y,No,23,3,2,80,3,4,4,3,1,0,0,1
24,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1,503,2,Male,38,2,5,Research Scientist,1,Married,6003,23569,6,Y,Yes,12,3,2,80,1,24,4,4,6,1,3,5
42,No,Travel_Rarely,Research & Development,7,3,Technical Degree,1,504,3,Male,96,2,2,Research Director,4,Married,7541,18227,2,Y,No,14,4,1,80,0,36,3,2,0,0,0,0
31,Yes,Travel_Rarely,Research & Development,2,3,Technical Degree,1,505,1,Male,36,2,5,Research Scientist,2,Married,3264,25759,1,Y,Yes,14,3,2,80,3,28,4,3,5,5,3,0
32,No,Non-Travel,Sales,1,4,Other,1,506,2,Male,87,4,4,Sales Executive,1,Single,6534,8197,8,Y,No,23,3,1,80,3,39,4,3,5,0,2,2
31,No,Travel_Frequently,Research & Development,8,4,Marketing,1,507,3,Female,59,3,1,Research Scientist,3,Married,3200,15532,8,Y,No,17,3,4,80,0,2,6,3,0,0,0,0
29,No,Travel_Rarely,Research & Development,9,3,Other,1,508,2,Female,90,3,4,Research Scientist,4,Divorced,6634,4283,6,Y,No,13,3,3,80,3,5,3,4,11,9,9,11
37,No,Travel_Frequently,Research & Development,11,4,Other,1,509,3,Male,46,2,3,Laboratory Technician,4,Married,5235,6984,4,Y,No,18,3,2,80,3,28,5,4,4,1,0,3
29,No,Travel_Rarely,Sales,5,4,Medical,1,510,3,Male,82,1,5,Sales Representative,1,Married,5346,18995,3,Y,No,21,3,3,80,0,13,0,2,0,0,0,0
39,No,Travel_Rarely,Research & Development,17,1,Marketing,1,511,4,Female,35,4,2,Research Scientist,1,Married,10303,15414,3,Y,No,17,3,3,80,1,36,1,2,21,0,6,16
36,No,Non-Travel,Research & Development,22,2,Life Sciences,1,512,4,Male,68,2,2,Laboratory Technician,3,Divorced,5025,8837,0,Y,No,20,4,4,80,1,9,5,2,6,4,3,4
34,Yes,Travel_Rarely,Research & Development,13,3,Life Sciences,1,513,1,Female,54,4,4,Research Scientist,3,Married,5060,25490,3,Y,Yes,22,3,1,80,1,39,1,3,0,0,0,0
28,No,Travel_Rarely,Sales,8,3,Marketing,1,514,2,Male,71,2,4,Sales Executive,4,Married,5612,15732,6,Y,No,22,3,2,80,2,30,3,1,1,0,0,0
31,No,Non-Travel,Human Resources,2,3,Life Sciences,1,515,2,Male,71,4,4,Human Resources,1,Single,3346,9275,4,Y,No,14,3,4,80,1,27,5,3,0,0,0,0
43,No,Travel_Rarely,Research & Development,29,2,Marketing,1,516,1,Male,88,1,2,Laboratory Technician,4,Single,7070,10715,8,Y,No,25,3,2,80,2,13,2,2,0,0,0,0
41,No,Travel_Frequently,Sales,2,3,Medical,1,517,4,Male,67,1,1,Sales Executive,3,Married,5795,5577,3,Y,No,19,3,1,80,2,39,3,3,7,0,0,3
28,No,Non-Travel,Sales,1,3,Medical,1,518,4,Female,60,1,2,Sales Executive,4,Single,5944,16739,2,Y,No,16,3,1,80,2,28,3,1,2,0,2,2
37,No,Travel_Rarely,Sales,4,3,Other,1,519,3,Male,58,1,1,Sales Executive,3,Married,5958,24870,5,Y,No,13,3,1,80,0,18,3,3,1,0,1,0
43,No,Travel_Rarely,Research & Development,1,1,Life Sciences,1,520,3,Male,38,3,4,Research Scientist,3,Married,5803,13590,3,Y,No,17,3,4,80,2,34,3,2,3,2,1,3
21,No,Travel_Rarely,Research & Development,29,3,Marketing,1,521,1,Male,30,3,3,Research Scientist,4,Divorced,4420,20645,1,Y,No,16,3,2,80,2,21,4,3,3,2,3,1
41,No,Travel_Rarely,Research & Development,7,3,Medical,1,522,3,Male,76,4,2,Research Director,3,Married,6154,3023,4,Y,Yes,18,4,4,80,0,1,4,3,3,0,0,3
31,No,Travel_Rarely,Sales,6,3,Other,1,523,4,Male,39,2,4,Sales Representative,4,Single,4528,26897,3,Y,No,15,3,4,80,3,23,5,3,4,1,1,1
42,No,Travel_Frequently,Research & Development,8,4,Life Sciences,1,524,3,Male,45,3,2,Research Scientist,4,Single,5534,17437,4,Y,No,16,3,3,80,3,34,0,2,0,0,0,0
30,No,Travel_Rarely,Sales,5,3,Life Sciences,1,525,2,Female,76,2,4,Sales Executive,3,Single,6662,13318,8,Y,No,11,3,1,80,2,36,3,2,7,1,7,5
20,No,Travel_Rarely,Research & Development,1,1,Life Sciences,1,526,3,Male,72,4,2,Healthcare Representative,3,Single,2321,13023,3,Y,No,18,3,1,80,1,9,1,3,2,0,0,2
22,No,Travel_Rarely,Sales,7,3,Medical,1,527,2,Male,53,2,5,Sales Executive,1,Married,1626,17430,5,Y,No,11,3,3,80,3,8,2,3,3,2,3,0
37,No,Travel_Rarely,Sales,10,4,Medical,1,528,3,Female,37,1,2,Sales Representative,1,Divorced,4831,9235,3,Y,No,13,3,3,80,1,30,4,3,0,0,0,0
39,No,Travel_Frequently,Research & Development,4,4,Life Sciences,1,529,3,Male,55,1,5,Healthcare Representative,2,Divorced,7393,12619,0,Y,No,22,3,3,80,0,36,1,3,2,1,1,1
28,Yes,Travel_Rarely,Sales,11,3,Medical,1,530,3,Female,36,3,1,Sales Executive,1,Married,5728,22141,1,Y,Yes,12,3,3,80,3,36,4,3,2,0,1,0
42,No,Travel_Frequently,Research & Development,2,2,Life Sciences,1,531,4,Male,44,4,2,Research Scientist,2,Single,6283,10068,5,Y,No,16,3,4,80,0,18,5,3,3,2,1,3
22,Yes,Travel_Rarely,Sales,2,3,Technical Degree,1,532,4,Female,77,3,1,Sales Representative,2,Divorced,2500,3284,7,Y,No,18,3,3,80,2,2,0,3,0,0,0,0
36,Yes,Travel_Rarely,Research & Development,1,3,Medical,1,533,1,Female,32,3,3,Laboratory Technician,2,Divorced,7792,20044,8,Y,Yes,18,3,3,80,3,11,2,4,13,10,7,4
26,No,Travel_Rarely,Research & Development,3,5,Marketing,1,534,4,Female,45,3,5,Research Scientist,3,Married,3252,16466,3,Y,No,17,3,4,80,2,36,4,1,1,0,1,1
31,Yes,Travel_Rarely,Sales,15,3,Medical,1,535,3,Female,43,4,2,Sales Executive,1,Single,3814,7353,5,Y,No,17,3,1,80,2,31,2,3,0,0,0,0
37,No,Travel_Rarely,Research & Development,14,3,Life Sciences,1,536,4,Male,32,1,1,Laboratory Technician,1,Divorced,5558,2903,2,Y,No,18,3,2,80,0,31,2,1,0,0,0,0
29,No,Travel_Rarely,Sales,3,3,Marketing,1,537,4,Female,99,1,4,Sales Executive,3,Married,6921,11369,8,Y,Yes,15,3,1,80,3,24,5,3,6,2,2,1
33,Yes,Non-Travel,Research & Development,7,3,Other,1,538,3,Male,60,3,1,Manufacturing Director,3,Divorced,4769,10521,7,Y,Yes,13,3,1,80,3,21,1,3,4,2,2,1
46,No,Travel_Rarely,Research & Development,10,4,Marketing,1,539,4,Male,46,2,2,Research Director,3,Divorced,6132,12081,0,Y,No,12,3,3,80,3,32,4,3,1,0,0,1
31,No,Non-Travel,Research & Development,2,3,Marketing,1,540,1,Male,78,1,3,Research Scientist,3,Single,5771,18365,1,Y,Yes,13,3,2,80,2,30,2,4,4,0,2,2
44,Yes,Travel_Rarely,Research & Development,1,5,Medical,1,541,1,Male,32,1,5,Laboratory Technician,4,Single,7822,24394,9,Y,No,21,4,3,80,3,8,5,3,3,1,1,0
26,No,Travel_Rarely,Research & Development,28,3,Marketing,1,542,3,Male,84,4,4,Laboratory Technician,3,Divorced,4199,17971,8,Y,Yes,21,3,4,80,1,33,3,4,8,3,5,3
41,No,Travel_Rarely,Research & Development,7,1,Marketing,1,543,4,Male,69,1,1,Laboratory Technician,3,Single,10221,12059,9,Y,No,13,4,1,80,1,39,6,3,23,7,17,5
49,No,Travel_Rarely,Research & Development,29,3,Life Sciences,1,544,4,Male,95,1,2,Research Scientist,4,Divorced,9072,12707,2,Y,Yes,22,3,3,80,2,1,2,2,1,0,1,0
18,No,Travel_Frequently,Research & Development,3,1,Medical,1,545,3,Female,69,3,2,Research Director,4,Divorced,1500,2412,2,Y,No,17,3,1,80,0,33,2,2,1,1,1,1
29,No,Travel_Rarely,Human Resources,9,2,Life Sciences,1,546,3,Female,59,3,5,Human Resources,3,Divorced,6549,8639,9,Y,No,11,3,2,80,1,13,4,3,11,9,10,9
42,No,Travel_Rarely,Human Resources,2,3,Medical,1,547,2,Male,54,4,4,Human Resources,3,Married,5200,5833,8,Y,Yes,25,3,3,80,0,22,6,2,2,1,1,2
35,No,Travel_Rarely,Research & Development,2,4,Other,1,548,4,Male,36,4,1,Healthcare Representative,1,Single,6029,20799,2,Y,No,17,3,4,80,3,5,3,3,10,9,3,3
40,Yes,Travel_Rarely,Sales,5,3,Marketing,1,549,2,Male,79,2,1,Sales Executive,3,Single,5728,20970,9,Y,No,16,3,2,80,1,12,2,3,6,0,5,4
31,No,Travel_Frequently,Research & Development,3,1,Medical,1,550,4,Male,30,1,1,Laboratory Technician,4,Divorced,8031,23955,4,Y,No,21,3,1,80,2,29,4,4,10,1,6,10
37,Yes,Travel_Rarely,Sales,1,3,Marketing,1,551,3,Male,73,3,5,Sales Executive,3,Single,5387,14802,5,Y,No,20,3,2,80,2,3,4,3,0,0,0,0
35,No,Travel_Frequently,Sales,2,3,Marketing,1,552,3,Male,78,3,5,Sales Executive,4,Divorced,6891,8557,2,Y,Yes,24,3,1,80,0,36,5,3,3,2,2,2
47,No,Travel_Rarely,Sales,1,4,Technical Degree,1,553,3,Male,36,1,4,Sales Executive,3,Single,7698,12467,9,Y,Yes,12,3,2,80,2,11,6,4,4,1,4,1
39,No,Non-Travel,Research & Development,9,3,Life Sciences,1,554,4,Female,32,4,1,Laboratory Technician,4,Single,7210,24664,7,Y,No,20,3,3,80,0,26,2,3,2,0,1,1
40,Yes,Travel_Rarely,Sales,5,4,Medical,1,555,3,Male,30,3,1,Sales Representative,3,Divorced,5623,14032,1,Y,No,11,3,1,80,0,2,0,2,0,0,0,0
33,No,Travel_Rarely,Research & Development,1,2,Other,1,556,4,Male,80,4,4,Laboratory Technician,1,Single,2600,17126,5,Y,No,19,4,3,80,1,29,0,3,3,0,2,3
32,Yes,Travel_Rarely,Human Resources,1,4,Technical Degree,1,557,1,Male,67,3,4,Human Resources,3,Divorced,6605,4882,1,Y,No,12,3,3,80,1,29,1,3,6,2,4,3
33,No,Non-Travel,Research & Development,1,4,Life Sciences,1,558,3,Male,72,3,4,Laboratory Technician,2,Married,5913,13935,8,Y,No,14,3,3,80,2,36,0,3,5,5,3,3
40,No,Travel_Rarely,Research & Development,7,4,Other,1,559,4,Male,84,2,2,Manufacturing Director,1,Divorced,7815,4519,5,Y,Yes,19,3,1,80,0,19,0,3,9,7,1,9
33,No,Travel_Rarely,Sales,1,1,Other,1,560,4,Female,86,3,4,Sales Executive,4,Single,4356,14805,8,Y,No,19,3,4,80,1,10,4,3,2,0,2,2
39,Yes,Travel_Rarely,Sales,11,3,Marketing,1,561,4,Male,82,1,3,Sales Executive,2,Married,7545,6400,3,Y,No,22,3,2,80,3,11,4,3,5,1,2,2
55,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,562,1,Male,62,1,5,Research Scientist,4,Married,7950,10846,2,Y,No,21,3,4,80,2,7,5,3,4,2,1,1
44,No,Travel_Frequently,Sales,2,1,Technical Degree,1,563,1,Female,91,1,4,Sales Executive,2,Divorced,9544,18564,1,Y,No,11,3,2,80,2,13,6,4,10,2,3,6
34,No,Travel_Rarely,Research & Development,17,3,Medical,1,564,3,Female,40,4,2,Manufacturing Director,1,Married,5731,22509,7,Y,No,24,3,3,80,3,2,2,2,3,0,3,3
47,No,Travel_Rarely,Research & Development,10,4,Medical,1,565,1,Female,81,3,3,Laboratory Technician,4,Divorced,8022,5019,3,Y,No,12,3,2,80,3,30,6,3,2,1,0,0
33,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1,566,4,Male,30,4,2,Manufacturing Director,2,Single,7416,2764,1,Y,No,12,3,2,80,3,22,6,3,10,10,10,1
18,No,Travel_Rarely,Research & Development,13,5,Marketing,1,567,2,Female,43,2,2,Laboratory Technician,3,Divorced,3930,22519,8,Y,No,22,3,1,80,1,1,2,2,1,0,0,0
27,No,Travel_Frequently,Research & Development,5,1,Marketing,1,568,3,Male,50,3,2,Research Scientist,3,Married,4753,12558,7,Y,No,12,3,2,80,3,27,4,3,2,0,1,2
20,No,Non-Travel,Research & Development,15,4,Other,1,569,1,Male,63,1,2,Healthcare Representative,3,Divorced,3152,18175,4,Y,Yes,25,4,4,80,2,7,2,2,1,1,0,0
33,No,Travel_Frequently,Research & Development,7,3,Life Sciences,1,570,3,Male,43,2,1,Research Scientist,4,Divorced,3435,16214,7,Y,Yes,18,3,3,80,1,1,4,3,4,2,0,4
37,No,Travel_Rarely,Research & Development,9,3,Other,1,571,2,Male,69,2,5,Research Scientist,3,Single,8327,23422,4,Y,No,23,4,1,80,0,25,6,3,7,4,2,1
52,No,Travel_Rarely,Research & Development,29,5,Medical,1,572,1,Male,64,3,1,Laboratory Technician,3,Divorced,7269,8799,6,Y,No,18,3,3,80,3,4,6,3,5,2,1,0
39,Yes,Travel_Frequently,Sales,2,2,Technical Degree,1,573,2,Male,71,1,3,Sales Executive,4,Single,5329,21774,4,Y,No,20,3,4,80,2,30,0,3,4,0,1,3
35,No,Travel_Rarely,Sales,7,4,Life Sciences,1,574,3,Female,49,4,1,Sales Executive,1,Married,5821,16509,4,Y,No,22,3,3,80,3,8,2,2,0,0,0,0
44,No,Travel_Rarely,Research & Development,4,3,Technical Degree,1,575,4,Female,89,3,3,Laboratory Technician,3,Married,6401,11974,3,Y,No,18,3,1,80,0,21,0,3,0,0,0,0
18,No,Non-Travel,Research & Development,1,2,Life Sciences,1,576,2,Female,38,1,4,Laboratory Technician,4,Divorced,1500,19448,4,Y,No,22,3,4,80,1,4,1,3,1,0,1,0
39,No,Travel_Rarely,Research & Development,1,4,Medical,1,577,3,Male,62,2,3,Laboratory Technician,3,Divorced,6798,20840,6,Y,No,14,3,2,80,0,4,5,3,7,5,4,4
43,Yes,Travel_Rarely,Research & Development,1,3,Medical,1,578,4,Female,78,3,1,Research Director,4,Married,8165,7681,2,Y,No,25,3,3,80,1,8,5,3,3,2,3,2
23,Yes,Travel_Rarely,Sales,8,4,Life Sciences,1,579,4,Male,97,2,1,Sales Executive,3,Married,4136,19730,3,Y,Yes,18,3,3,80,2,26,6,3,3,3,3,2
47,Yes,Travel_Rarely,Research & Development,6,3,Marketing,1,580,4,Female,33,1,3,Healthcare Representative,4,Married,7125,8997,7,Y,Yes,24,3,4,80,2,29,6,3,1,1,1,1
40,Yes,Travel_Rarely,Research & Development,6,4,Life Sciences,1,581,4,Male,77,4,1,Research Scientist,4,Divorced,5083,11374,5,Y,No,23,4,4,80,2,16,2,3,0,0,0,0
33,No,Non-Travel,Research & Development,1,3,Medical,1,582,3,Female,45,4,3,Laboratory Technician,2,Married,8059,6132,7,Y,No,17,3,4,80,0,19,6,3,10,5,3,3
42,Yes,Travel_Rarely,Research & Development,5,2,Technical Degree,1,583,4,Male,76,2,2,Healthcare Representative,1,Divorced,7726,4453,1,Y,Yes,18,4,1,80,3,1,4,2,7,5,4,0
57,No,Travel_Rarely,Sales,20,3,Other,1,584,1,Female,55,2,5,Sales Executive,3,Married,10452,2538,8,Y,Yes,11,3,4,80,3,37,5,3,6,4,3,4
38,No,Travel_Frequently,Human Resources,4,2,Technical Degree,1,585,3,Female,99,2,3,Human Resources,4,Married,5437,12615,6,Y,No,13,3,1,80,0,34,4,3,3,3,2,2
39,No,Travel_Rarely,Research & Development,7,3,Medical,1,586,4,Male,66,3,2,Manufacturing Director,2,Divorced,8005,4303,4,Y,Yes,20,3,2,80,3,29,5,2,1,0,1,1
32,No,Travel_Rarely,Research & Development,12,2,Technical Degree,1,587,3,Male,51,1,2,Laboratory Technician,1,Single,6968,24805,6,Y,No,16,3,3,80,0,27,1,3,4,4,3,3
29,No,Travel_Rarely,Sales,12,1,Marketing,1,588,4,Female,36,2,2,Sales Executive,2,Divorced,6025,18632,1,Y,No,11,3,3,80,3,30,4,3,7,2,5,3
44,Yes,Travel_Frequently,Sales,5,2,Marketing,1,589,4,Male,71,2,2,Sales Executive,4,Single,8237,19775,3,Y,Yes,14,3,3,80,1,6,0,3,6,3,1,6
29,No,Travel_Rarely,Research & Development,15,3,Life Sciences,1,590,2,Female,59,2,3,Laboratory Technician,4,Divorced,4557,20556,6,Y,No,19,3,3,80,2,36,4,3,4,4,4,0
37,No,Travel_Rarely,Research & Development,3,3,Technical Degree,1,591,4,Male,35,4,1,Healthcare Representative,3,Single,9285,3335,1,Y,Yes,17,3,4,80,3,39,1,1,13,10,12,10
32,No,Travel_Rarely,Research & Development,17,3,Technical Degree,1,592,3,Male,53,2,2,Research Scientist,1,Single,2446,4259,7,Y,No,11,3,2,80,0,2,3,3,0,0,0,0
41,Yes,Travel_Rarely,Research & Development,2,2,Medical,1,593,2,Male,95,1,4,Research Director,2,Single,9603,8615,9,Y,Yes,23,3,2,80,1,14,3,2,8,4,3,8
40,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,594,4,Male,69,4,2,Research Director,1,Divorced,9923,23918,9,Y,Yes,22,3,4,80,3,8,0,3,14,7,13,4
46,Yes,Travel_Rarely,Research & Development,1,4,Life Sciences,1,595,3,Female,44,1,1,Research Scientist,1,Divorced,7451,10691,4,Y,Yes,16,3,1,80,3,3,3,3,7,6,6,5
32,No,Travel_Rarely,Research & Development,12,3,Technical Degree,1,596,4,Male,82,4,1,Research Scientist,4,Divorced,6223,2810,4,Y,Yes,16,4,3,80,0,35,6,3,0,0,0,0
34,No,Travel_Rarely,Research & Development,4,4,Other,1,597,3,Male,34,4,5,Healthcare Representative,4,Single,6891,23368,7,Y,Yes,22,3,3,80,1,27,4,2,0,0,0,0
28,No,Travel_Rarely,Sales,2,3,Technical Degree,1,598,3,Male,65,3,5,Sales Representative,1,Single,5142,25732,0,Y,No,12,3,3,80,2,34,1,4,3,2,2,2
33,No,Travel_Rarely,Research & Development,2,4,Technical Degree,1,599,4,Male,75,4,2,Laboratory Technician,1,Divorced,5702,25940,5,Y,No,16,3,3,80,0,28,5,3,7,6,0,1
40,No,Travel_Rarely,Research & Development,18,2,Technical Degree,1,600,3,Female,52,4,2,Research Scientist,2,Divorced,6090,5713,1,Y,No,24,3,1,80,3,31,0,3,1,0,1,1
43,No,Non-Travel,Research & Development,14,1,Marketing,1,601,3,Female,74,1,5,Laboratory Technician,3,Married,9287,5704,0,Y,No,20,3,4,80,2,17,3,3,10,9,8,8
28,Yes,Travel_Frequently,Research & Development,6,4,Life Sciences,1,602,1,Male,39,1,2,Manufacturing Director,2,Married,4306,3210,6,Y,No,12,3,1,80,3,19,4,2,0,0,0,0
44,No,Non-Travel,Human Resources,7,4,Marketing,1,603,4,Female,83,2,4,Human Resources,2,Married,11901,16211,3,Y,No,18,3,3,80,0,11,5,4,26,7,22,15
49,No,Travel_Rarely,Research & Development,5,2,Other,1,604,1,Female,99,3,3,Research Scientist,2,Married,8918,18098,0,Y,No,17,3,1,80,1,9,5,3,5,4,2,0
40,No,Travel_Rarely,Research & Development,3,3,Medical,1,605,4,Male,61,4,5,Manufacturing Director,4,Married,10452,5745,9,Y,No,24,4,3,80,2,30,4,3,14,10,5,13
53,No,Travel_Rarely,Sales,19,3,Other,1,606,2,Female,72,3,5,Sales Executive,4,Divorced,6782,12178,5,Y,No,16,3,3,80,0,6,2,3,1,0,1,1
30,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,607,3,Male,44,2,1,Research Scientist,3,Single,4435,26175,9,Y,No,24,3,4,80,0,14,2,3,5,5,1,5
25,Yes,Travel_Rarely,Sales,4,4,Medical,1,608,4,Male,95,3,2,Sales Executive,2,Single,3419,19875,5,Y,No,20,3,4,80,2,31,6,4,2,1,1,1
